Latitude,Longitude,Depth,Temperature,Salinity
25.0164,57.4164,60,23.306,11.653
25.0164,57.4164,65,23.201,11.6005
25.0164,57.4164,70,23.096,11.548
25.0164,57.4164,75,23.003,11.5015
25.0164,57.4164,80,22.987,11.4935
25.0164,57.4164,85,22.835,11.4175
25.0164,57.4164,90,22.615,11.3075
25.0164,57.4164,95,22.367,11.1835
25.0164,57.4164,100,22.028,11.014
25.0164,57.4164,125,20.416,10.208
25.0164,57.4164,150,19.813,9.9065
25.0164,57.4164,175,20.199,10.0995
25.0164,57.4164,200,20.676,10.338
25.0164,57.4164,225,18.909,9.4545
25.0164,57.4164,250,18.413,9.2065
25.0164,57.4164,275,18.419,9.2095
25.0164,57.4164,300,17.408,8.704
25.0164,57.4164,325,16.567,8.2835
25.0164,57.4164,350,16.166,8.083
25.0164,57.4164,375,15.447,7.7235
25.0164,57.4164,400,15.016,7.508
25.0164,57.4164,425,14.476,7.238
25.0164,57.4164,450,13.957,6.9785
25.0164,57.7664,0,23.562,11.781
25.0164,57.7664,5,24.287,12.1435
25.0164,57.7664,10,24.182,12.091
25.0164,57.7664,15,24.133,12.0665
25.0164,57.7664,20,24.067,12.0335
25.0164,57.7664,25,23.892,11.946
25.0164,57.7664,30,23.798,11.899
25.0164,57.7664,35,23.757,11.8785
25.0164,57.7664,40,23.719,11.8595
25.0164,57.7664,45,23.627,11.8135
25.0164,57.7664,50,23.416,11.708
25.0164,57.7664,55,23.275,11.6375
25.0164,57.7664,60,23.176,11.588
25.0164,57.7664,65,23.1,11.55
25.0164,57.7664,70,23.014,11.507
25.0164,57.7664,75,22.922,11.461
25.0164,57.7664,80,22.882,11.441
25.0164,57.7664,85,22.736,11.368
25.0164,57.7664,90,22.588,11.294
25.0164,57.7664,95,22.561,11.2805
25.0164,57.7664,100,22.536,11.268
25.0164,57.7664,125,21.458,10.729
25.0164,57.7664,150,20.832,10.416
25.0164,57.7664,175,20.691,10.3455
25.0164,57.7664,200,21.891,10.9455
25.0164,57.7664,225,22.089,11.0445
25.0164,57.7664,250,21.681,10.8405
25.0164,57.7664,275,21.693,10.8465
25.0164,57.7664,300,17.579,8.7895
25.0164,57.7664,325,16.573,8.2865
25.0164,57.7664,350,15.921,7.9605
25.0164,57.7664,375,15.374,7.687
25.0164,57.7664,400,14.894,7.447
25.0164,57.7664,425,14.508,7.254
25.0164,57.7664,450,14.417,7.2085
25.0167,53.8667,0,21.8,10.9
25.0167,53.8667,5,21.792,10.896
25.0167,53.8667,10,21.75,10.875
25.0167,53.8667,15,21.708,10.854
25.0167,53.8667,20,21.7,10.85
25.0167,53.8667,25,21.7,10.85
25.0167,54.5,0,24.47,12.235
25.0167,54.5,5,24.466,12.233
25.0167,54.5,10,24.514,12.257
25.0167,54.5,15,24.464,12.232
25.0167,54.5,20,23.899,11.9495
25.0167,54.5,25,23.672,11.836
25.0167,54.5667,0,24.57,12.285
25.0167,54.5667,5,24.389,12.1945
25.0167,54.5667,10,24.375,12.1875
25.0167,54.5667,15,23.367,11.6835
25.0167,54.5667,20,23.419,11.7095
25.0167,54.5667,25,23.564,11.782
25.0167,54.5833,0,21.9,10.95
25.0167,54.5833,5,21.9,10.95
25.0167,54.5833,10,21.9,10.95
25.0167,54.5833,15,21.9,10.95
25.0167,54.5833,20,21.9,10.95
25.0167,54.5833,25,21.9,10.95
25.0167,54.9333,0,22.834,11.417
25.0167,54.9333,5,22.834,11.417
25.0167,54.9333,10,22.959,11.4795
25.0167,54.9333,15,22.959,11.4795
25.0167,54.9333,20,22.9,11.45
25.0167,54.9333,25,22.9,11.45
25.0167,54.9333,30,22.9,11.45
25.0167,54.9333,35,22.9,11.45
25.0167,54.9333,40,22.9,11.45
25.0167,54.9333,45,22.8,11.4
25.0167,54.9333,50,22.759,11.3795
25.0167,54.9333,55,22.759,11.3795
25.0167,54.9333,60,22.759,11.3795
25.0167,54.9333,65,22.759,11.3795
25.0167,54.9333,70,22.759,11.3795
25.0167,54.9333,75,22.802,11.401
25.0167,54.9333,80,22.702,11.351
25.0167,54.9333,85,22.602,11.301
25.0167,54.9333,90,22.502,11.251
25.0167,54.9333,95,22.402,11.201
25.0167,54.9333,100,22.201,11.1005
25.0167,54.9333,125,21.314,10.657
25.0167,54.9333,150,20.578,10.289
25.0167,54.9333,175,19.778,9.889
25.0167,54.9333,200,20.599,10.2995
25.0167,54.9333,225,20.628,10.314
25.0167,54.9333,250,19.914,9.957
25.0167,54.9333,275,22.214,11.107
25.0167,54.9333,300,19.936,9.968
25.0167,54.9333,325,19.196,9.598
25.0167,54.9333,350,15.836,7.918
25.0167,54.9333,375,15.236,7.618
25.0167,54.9333,400,14.835,7.4175
25.0167,54.9333,425,14.335,7.1675
25.0167,54.9333,450,13.935,6.9675
25.0167,54.9333,475,13.435,6.7175
25.0167,54.9333,500,13.037,6.5185
25.0167,54.9333,550,12.137,6.0685
25.0167,54.9333,600,11.735,5.8675
25.0167,54.9333,650,11.435,5.7175
25.0167,54.9333,700,10.739,5.3695
25.0167,54.9333,750,10.574,5.287
25.0167,56.6333,0,28.27,14.135
25.0167,56.6333,5,28.043,14.0215
25.0167,56.6333,10,27.471,13.7355
25.0167,56.6333,15,27.056,13.528
25.0167,56.6333,20,26.348,13.174
25.0167,56.6333,25,25.281,12.6405
25.0167,56.6333,30,24.825,12.4125
25.0167,56.6333,35,24.621,12.3105
25.0167,56.6333,40,24.082,12.041
25.0167,56.6333,45,24.03,12.015
25.0167,56.6333,50,23.787,11.8935
25.0167,56.6333,55,23.475,11.7375
25.0167,56.6333,60,23.365,11.6825
25.0167,56.6333,65,23.382,11.691
25.0167,56.6333,70,23.338,11.669
25.0167,56.6333,75,23.261,11.6305
25.0167,56.6333,80,23.236,11.618
25.0167,56.6333,85,23.357,11.6785
25.0167,56.6333,90,23.253,11.6265
25.0167,56.6333,95,23.113,11.5565
25.0167,56.6333,100,22.935,11.4675
25.0167,56.6333,125,21.029,10.5145
25.0167,56.6333,150,21.96,10.98
25.0167,56.6333,175,22.396,11.198
25.0167,56.6333,200,22.493,11.2465
25.0167,56.6667,0,23.49,11.745
25.0167,56.6667,5,23.34,11.67
25.0167,56.6667,10,23.19,11.595
25.0167,56.6667,15,23.06,11.53
25.0167,56.6667,20,22.93,11.465
25.0167,56.6667,25,22.83,11.415
25.0167,56.6667,30,22.73,11.365
25.0167,56.6667,35,22.67,11.335
25.0167,56.6667,40,22.63,11.315
25.0167,56.6667,45,22.6,11.3
25.0167,56.6667,50,22.63,11.315
25.0167,56.6667,55,22.6,11.3
25.0167,56.6667,60,22.65,11.325
25.0167,56.6667,65,22.52,11.26
25.0167,56.6667,70,22.29,11.145
25.0167,56.6667,75,22.07,11.035
25.0167,56.6667,80,21.71,10.855
25.0167,56.6667,85,21.26,10.63
25.0167,56.6667,90,20.74,10.37
25.0167,56.6667,95,20.29,10.145
25.0167,56.6667,100,20.47,10.235
25.0167,56.6667,125,20.5,10.25
25.0167,56.6667,150,20.94,10.47
25.0167,56.6667,175,21.32,10.66
25.0167,56.6667,200,21.67,10.835
25.0167,56.6833,0,25.68,12.84
25.0167,56.6833,5,24.68,12.34
25.0167,56.6833,10,23.93,11.965
25.0167,56.6833,15,23.43,11.715
25.0167,56.6833,20,23.04,11.52
25.0167,56.6833,25,22.94,11.47
25.0167,56.6833,30,22.86,11.43
25.0167,56.6833,35,22.79,11.395
25.0167,56.6833,40,22.72,11.36
25.0167,56.6833,45,22.65,11.325
25.0167,56.6833,50,22.57,11.285
25.0167,56.6833,55,22.49,11.245
25.0167,56.6833,60,22.42,11.21
25.0167,56.6833,65,22.35,11.175
25.0167,56.6833,70,22.28,11.14
25.0167,56.6833,75,22.29,11.145
25.0167,56.6833,80,22.23,11.115
25.0167,56.6833,85,22.17,11.085
25.0167,56.6833,90,22.11,11.055
25.0167,56.6833,95,22.06,11.03
25.0167,56.6833,100,22.07,11.035
25.0167,56.6833,125,21.18,10.59
25.0167,56.6833,150,20.3,10.15
25.0167,56.6833,175,20.87,10.435
25.0167,56.6833,200,21.62,10.81
25.0167,56.7167,0,24.134,12.067
25.0167,56.7167,5,24.234,12.117
25.0167,56.7167,10,24.059,12.0295
25.0167,56.7167,15,23.908,11.954
25.0167,56.7167,20,23.772,11.886
25.0167,56.7167,25,23.6,11.8
25.0167,56.7167,30,23.5,11.75
25.0167,56.7167,35,23.6,11.8
25.0167,56.7167,40,23.6,11.8
25.0167,56.7167,45,23.5,11.75
25.0167,56.7167,50,23.359,11.6795
25.0167,56.7167,55,23.159,11.5795
25.0167,56.7167,60,23.059,11.5295
25.0167,56.7167,65,22.859,11.4295
25.0167,56.7167,70,22.859,11.4295
25.0167,56.7167,75,22.802,11.401
25.0167,56.7167,80,22.77,11.385
25.0167,56.7167,85,22.702,11.351
25.0167,56.7167,90,22.702,11.351
25.0167,56.7167,95,22.702,11.351
25.0167,56.7167,100,22.401,11.2005
25.0167,56.7167,125,20.514,10.257
25.0167,56.7167,150,20.278,10.139
25.0167,56.7167,175,21.278,10.639
25.0167,56.7167,200,21.799,10.8995
25.0167,56.7167,225,21.77,10.885
25.0167,56.9167,0,30.234,15.117
25.0167,56.9167,5,30.534,15.267
25.0167,56.9167,10,30.559,15.2795
25.0167,56.9167,15,30.157,15.0785
25.0167,56.9167,20,29.068,14.534
25.0167,56.9167,25,27.7,13.85
25.0167,56.9167,30,26.7,13.35
25.0167,56.9167,35,25.5,12.75
25.0167,56.9167,40,24.7,12.35
25.0167,56.9167,45,24.195,12.0975
25.0167,56.9167,50,23.623,11.8115
25.0167,56.9167,55,23.259,11.6295
25.0167,56.9167,60,22.759,11.3795
25.0167,56.9167,65,22.459,11.2295
25.0167,56.9167,70,22.159,11.0795
25.0167,56.9167,75,22.002,11.001
25.0167,56.9167,80,21.902,10.951
25.0167,56.9167,85,21.902,10.951
25.0167,56.9167,90,21.902,10.951
25.0167,56.9167,95,21.702,10.851
25.0167,56.9167,100,21.501,10.7505
25.0167,56.9167,125,20.114,10.057
25.0167,56.9167,150,19.678,9.839
25.0167,56.9167,175,20.878,10.439
25.0167,56.9167,200,22.299,11.1495
25.0167,56.9167,225,21.699,10.8495
25.0167,56.9167,250,20.814,10.407
25.0167,56.9167,275,21.514,10.757
25.0167,56.9167,300,21.736,10.868
25.0167,56.9167,325,20.896,10.448
25.0167,56.9167,350,17.774,8.887
25.0167,56.9167,375,15.936,7.968
25.0167,56.9167,400,14.835,7.4175
25.0167,56.9167,425,13.674,6.837
25.0167,56.9667,0,30.534,15.267
25.0167,56.9667,5,30.5,15.25
25.0167,56.9667,10,29.459,14.7295
25.0167,56.9667,15,29.108,14.554
